Key,Source,Context,Max Line Width,English,Francais,German
goDropOnDeathDesc,UI,Menu,KgNone,"Drop everything, just the toolbelt, backpack only or delete all inventory on death.","Lorsque vous mourrez, vous perdez : tout, uniquement la ceinture à outils, uniquement le sac à dos ou l'intégralité de l'inventaire.","Lass alles fallen, nur den Werkzeuggürtel, nur den Rucksack oder lösche im Todesfall dein gesamtes Inventar.",,"Suelta todo, solo el cinturón o la mochila, o borra todo el inventario al morir."
goDropOnQuit,UI,Menu,KgNone,Drop On Quit,Perte en cas d'abandon,Fallenlassen bei verlassen des Spiels,,Soltar al salir
goDropOnQuitDesc,UI,Menu,KgNone,"Drop nothing, everything, just the toolbelt, or just the backpack when leaving the game world.","Lorsque vous quittez le monde du jeu, vous perdez : rien, tout, uniquement le ceinture à outils ou uniquement le sac à dos.","Nichts fallenlassen, alles fallenlassen, nur den Werkzeuggürtel oder nur den Rucksack fallenlassen, wenn du die Spielwelt verlässt.",,"No soltar nada, todo, solo el cinturón o solo la mochila al salir del mundo del juego."
goEnemyDifficulty,UI,Menu,KgNone,Enemy Aggression,Agressivité de l'ennemi,Gegnerische Aggressivität,,Agresión enemiga
goEnemyDifficultyDesc,UI,Menu,KgNone,Controls how aggressive zombies are. Feral means zombies are very aggressive and can sense you even through walls at night.,Contrôle l'agressivité des zombies. Féroce signifie que les zombies sont très agressifs et peuvent également vous sentir à travers les murs la nuit.,"Zeigt an, wie aggressiv Zombies sind. Wilde Zombies sind sehr aggressiv und können dich nachts selbst durch Wände spüren.",,Controla la agresividad de los zombis. Salvaje significa que los zombis son muy agresivos y que incluso te pueden percibir a través de las paredes cuando es de noche.
goEnemyDifficultyFeral,UI,Menu,KgNone,Feral,Féroce,Wild,,Salvaje
goEnemyDifficultyNormal,UI,Menu,KgNone,Normal,Normal,Normal,,Normal
goEnemySenseMemory,UI,Menu,KgNone,Enemy Memory,Mémoire de l'ennemi,Gedächtnis der Gegner,,Memoria enemiga
goEnemySenseMemoryDesc,UI,Menu,KgNone,This is the time in real seconds that a zombie will pursue something it has sensed in the world.,"La durée, en secondes réelles, pendant laquelle un zombie poursuivra quelque chose qu'il a senti dans le monde.","Zeigt in Echtzeit die Anzahl an Sekunden an, während derer ein Zombie etwas verfolgen wird, das er gespürt hat.",,Indica el tiempo en segundos reales durante los que un zombi perseguirá algo que ha percibido en el mundo.
goEnemySpawn,UI,Menu,KgNone,Enemy Spawning:,Apparition des ennemis :,Erscheinen der Gegner:,,Aparición de enemigos:
goEnemySpawnDesc,UI,Menu,KgNone,Enemy Spawning On:\nAdds zombies to the world.\n\nEnemy Spawning off:\nTurns off all zombie spawning in the world.,Apparition des ennemis activée :\najoute des zombies au sein du monde.\n\nApparition des ennemis désactivée :\nempêche les zombies d'apparaître au sein du monde.,Erscheinen der Gegner an:\nEs werden mehr Zombies in der Welt platziert.\n\nErscheinen der Gegner aus:\nEs erscheinen keine weiteren Zombies in der Welt.,,Activada:\nAgrega zombis al mundo.\n\nDesactivada:\nDesactiva todas las apariciones de zombis en el mundo.
goEnemySpawnMode,UI,Menu,KgNone,Enemy Spawning,Apparition des ennemis,Erscheinen der Gegner,,Aparición de enemigos
goEnemySpawnModeDesc,UI,Menu,KgNone,"This is the amount of enemies that will spawn in the world.\nDisabled 0%, Very Low 50%, Low 75%, Medium 100%, High 125%, Very High 150%","La quantité d'ennemis qui apparaîtront au sein du monde.\nDésactivée 0 %, Très basse 50 %, Basse 75 %, Intermédiaire 100 %, Élevée 125 %, Très élevée 150 %","Zeigt an, wie viele Gegner in der Welt erscheinen werden.\nAus 0 %, sehr niedrig 50 %, niedrig 75 %, mittel 100 %, hoch 125 %, sehr hoch 150 %",,"Indica la cantidad de enemigos que aparecerán en el mundo.\nDesactivada, 0 %; muy baja, 50 %; baja, 75 %; media, 100 %; alta 125 %, muy alta, 150 %."
goFast,UI,Menu,KgNone,Fast,Rapide,Schnell,,Rápido
goFrag,UI,Menu,KgNone,{0} Frag,{0} élimination,{0} Frag,,{0} baja
goFragLimit,UI,Menu,KgNone,Frag Limit:,Limite d'éliminations :,Frag-Limit:,,Límite de bajas:
goFragLimitDesc,UI,Menu,KgNone,Frag Limit is the number of kills a player needs to win or end the match.,La limite d'éliminations est le nombre d'ennemis tués qu'un joueur doit atteindre pour remporter ou terminer le match.,"Das Frag-Limit zeigt an, wie viele Kills ein Spieler braucht, um das Match zu gewinnen oder zu beenden.",,El límite de bajas indica el número de asesinatos que un jugador necesita para ganar o finalizar la partida.
goFrags,UI,Menu,KgNone,{0} Frags,{0} éliminations,{0} Frags,,{0} bajas
goFriendlyFire,UI,Menu,KgNone,Friendly Fire,Tir ami,Eigenbeschuss,,Fuego amistoso
goFriendlyFireDesc,UI,Menu,KgNone,Friendly Fire On:\nPlayers can damage the friends in their group.\n\nFriendly Fire Off:\nPlayers cannot damage the friends in their group.,Tir ami activé :\nles joueurs peuvent tirer sur les amis au sein de leur groupe.\n\nTir ami désactivé :\nles joueurs ne peuvent pas tirer sur les amis au sein de leur groupe.,Eigenbeschuss an:\nSpieler können ihre Freunde in der Gruppe verletzen.\n\nEigenbeschuss aus:\nSpieler können ihre Freunde in der Gruppe nicht verletzen,,Activado:\nLos jugadores pueden dañar a los amigos de su grupo.\n\nDesactivado:\nLos enemigos no pueden dañar a los amigos en su grupo.
goGameMode,UI,Menu,KgNone,Game Mode:,Mode de jeu :,Spielmodus:,,Modo de juego:
goGameModeDesc,UI,Menu,KgNone,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.\n\n::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened.,"::Survie multijoueur::\nCombattez d'autres joueurs ou alliez-vous pour survivre à cette apocalypse zombie. Revendiquez des terrains pour protéger votre forteresse face à d'autres joueurs. Les nouveaux joueurs débutent avec un bloc de revendication de terrain. Vous pouvez en trouver davantage dans des butins rares ou des provisions parachutées.\n\n::Survie un joueur::\nJouez en solo face à des hordes de zombies en explorant Navezgane, dans l'Arizona, afin de découvrir la vérité sur les événements.","::Mehrspieler – Überlebensmodus::\nKämpfe gegen andere Spieler oder verbünde dich mit ihnen, um die Zombie-Apokalypse zu überleben. Erhalte Gebietsschutz und schütze dein Fort vor anderen Spielern. Neue Spieler starten mit einem Gebietsschutzblock. Weitere können durch seltene Beute oder Abwürfe aus der Luft erhalten werden.\n\n::Einzelspieler – Überlebensmodus::\nSpiele alleine gegen Horden von Zombies und erforsche Navezgane County in Arizona, um herauszufinden, was wirklich geschehen ist.",,"::Sobreviviente MJ::\nJuega contra otros jugadores o únete a ellos para sobrevivir al apocalipsis zombi y reclama territorios para protegerte de otros jugadores. Los jugadores nuevos empiezan con un Bloque de reclamar territorio. Se pueden conseguir otros en botines raros o en suministros aéreos.\n\n::Supervivencia UJ::\nJuega tú solo contra oleadas de zombis y explora Navezgane, en el condado de Arizona, para descubrir lo que ha pasado realmente."
goGameName,UI,Menu,KgNone,Game Name:,Nom de la partie:,Spielname:,,Nombre de la partida:
goGameNameDesc,UI,Menu,KgNone,"Name of the game, used for saving and displaying on the Game Browser (if hosting a public game). \n\nThe Game Name you give the world is used to set the random world seed.","Le nom de la partie, utilisé pour les sauvegardes et l'affichage sur le navigateur du jeu (si vous hébergez une partie publique). \n\nLe nom de la partie que vous donnez au monde est utilisé pour paramétrer la graine de monde aléatoire.","Name des Spiels, wird beim Speichern und in der Spieleliste (sofern ein öffentliches Spiel gehostet wird) benutzt. \n\nDer Name des Spiels, den du deiner Welt gibst, wird auch für den zufälligen Startwert der Welt benutzt.",,El nombre de la partida se usa para guardar y mostrar en el navegador del juego (si se hospeda una partida pública). \n\nEl nombre de partida que le des al mundo se usa para establecer la semilla de mundo aleatorio.
goGameWorld,UI,Menu,KgNone,Game World:,Monde du jeu :,Spielwelt:,,Mundo de la partida:
goGameWorldDesc,UI,Menu,KgNone,Choose the world you want to play Navezgane or a Randomly Generated World. \n\nThe Game Name you give the world is used to set the random world seed.,Choisissez de jouer au sein de Navezgane ou dans un monde généré aléatoirement. \n\nLe nom de la partie que vous donnez au monde est utilisé pour paramétrer la graine de monde aléatoire.,"Wähle die Welt, in der du Spielen möchtest: Navezgane oder eine zufällig generierte Welt. \n\nDer Name des Spiels, den du deiner Welt gibst, wird auch für den zufälligen Startwert der Welt benutzt.",,Elige el mundo en el que quieras jugar: Navezgane o uno generado al azar. \n\nEl nombre de partida que le des al mundo se usa para establecer la semilla de mundo aleatorio.
goHigh,UI,Menu,KgNone,High,Élevé,Hoch,,Alto
goInfinite,UI,Menu,KgNone,Infinite,Infini,Unendlich,,Infinito
goLandClaimDeadZone,UI,Menu,GrChanged,Claim Deadzone,Revendiquer la zone morte,Pufferzone des Gebiets,,Reclamar zona muerta
goLandClaimDeadZoneDesc,UI,Menu,KgNone,The edge of new land claims cannot be placed closer than this number of blocks from the edge of an enemy player's land claim.,Les bords de nouvelles revendications de terrain et d'un terrain revendiqué par l'ennemi doivent être espacés de ce nombre de blocs.,"Diese Zahl zeigt an, wie viele Blocks der Rand eines gesicherten Gebiets vom Rand eines feindlichen Gebiets entfernt sein muss.",,Entre los límites de un nuevo territorio reclamado tuyo y el de un enemigo se tienen que dejar por lo menos estos bloques de separación.
goLandClaimDeadZoneValue,UI,Menu,KgNone,{0} blocks.,{0} blocs.,{0} Blöcke:,,Bloques: {0}
goLandClaimDeadZoneValues,UI,Menu,KgNone,{0} blocks.,{0} blocs.,{0} Blöcke:,,Bloques: {0}
goLandClaimDecayMode,UI,Menu,KgNone,Claim Decay Mode,Mode de déclin d'une revendication,Verfall des Gebiets,,Modo declive de reclamados
goLandClaimDecayModeDesc,UI,Menu,KgNone,How a land claim's hardness modifier decays over time.,Le mode de déclin du modificateur de dureté d'une revendication de terrain au fil du temps.,"Zeigt an, wie der Härte-Modifikator von Gebietsschutzblöcken mit der Zeit verfällt.",,Indica cómo decae progresivamente el modificador de dureza de un territorio reclamado.
goLandClaimDecayModeFast,UI,Menu,KgNone,Fast,Rapide,Schnell,,Rápido
goLandClaimDecayModeNone,UI,Menu,KgNone,None,Aucun,Keiner,,Nulo
goLandClaimDecayModeSlow,UI,Menu,KgNone,Slow,Lent,Langsam,,Lento
goLandClaimDecayModeValue,UI,Menu,KgNone,{0},{0},{0},,{0}
goLandClaimDecayModeValues,UI,Menu,KgNone,{0},{0},{0},,{0}
goLandClaimExpiryTime,UI,Menu,KgNone,Claim Duration,Durée de la revendication,Gebietsschutzdauer,,Duración de reclamados
goLandClaimExpiryTimeDesc,UI,Menu,KgNone,The number of days a player can be offline before their land claims expire.,Le nombre de jours devant s'écouler pour que la revendication de terrain d'un joueur hors ligne expire.,"Zeigt die Anzahl an Tage an, während derer ein Spieler offline sein kann, bevor sein Gebietsschutz abläuft.",,Indica la cantidad de días que un jugador puede estar sin conectarse antes de que sus territorios reclamados prescriban.
goLandClaimExpiryTimeValue,UI,Menu,KgNone,{0} days.,{0} jours.,{0} Tage.,,Días: {0}
goLandClaimExpiryTimeValues,UI,Menu,KgNone,{0} days.,{0} jours.,{0} Tage.,,Días: {0}
goLandClaimNoDeadzone,UI,Menu,KgNone,No deadzone.,Pas de zone morte.,Keine Todeszone.,,Sin zona muerta.
goLandClaimOfflineDurabilityModifier,UI,Menu,KgNone,Claim Health Offline,Revendiquer de la santé hors ligne,Härte-Modifikator des Gebiets – offline,,Salud de reclamados desactivada
goLandClaimOfflineDurabilityModifierDesc,UI,Menu,KgNone,The hardness modifier applied to land claims for players who are currently offline.,Le modificateur de dureté des terrains revendiqués par des joueurs qui sont actuellement hors ligne.,"Der Härte-Modifikator, der für Spieler, die gerade offline sind, auf Gebietsschutz angewendet wird.",,El modificador de dureza que se aplica a territorios reclamados para jugadores que no están conectados.
goLandClaimOfflineDurabilityModifierValue,UI,Menu,KgNone,{0}x,{0}x,{0}x,,x{0}
goLandClaimOfflineDurabilityModifierValues,UI,Menu,KgNone,{0}x,{0}x,{0}x,,x{0}
goLandClaimOnlineDurabilityModifier,UI,Menu,KgNone,Claim Health Online,Revendiquer de la santé en ligne,Härte-Modifikator des Gebiets – online,,Salud de reclamados activada
goLandClaimOnlineDurabilityModifierDesc,UI,Menu,KgNone,The hardness modifier applied to land claims for players who are currently online.,Le modificateur de dureté des terrains revendiqués par des joueurs qui sont actuellement en ligne.,"Der Härte-Modifikator, der für Spieler, die gerade online sind, auf Gebietsschutz angewendet wird.",,El modificador de dureza que se aplica a territorios reclamados para jugadores que están conectados.
goLandClaimOnlineDurabilityModifierValue,UI,Menu,KgNone,{0}x,{0}x,{0}x,,x{0}
goLandClaimOnlineDurabilityModifierValues,UI,Menu,KgNone,{0}x,{0}x,{0}x,,x{0}
goLandClaimSize,UI,Menu,KgNone,Claim Size,Taille de la revendication,Größe des gesicherten Gebiets,,Tamaño del territorio
goLandClaimSizeDesc,UI,Menu,KgNone,A land claim grants a hardness modifier to all blocks in your claim area. This hardness modifier applies to any attacks or damage to blocks by enemy players. You can control the size of the horizontal area that is protected by a land claim flagstone and all land claims protect their area vertically from sky to bedrock. For example a land claim size of 7 would protect a 7x7 square area from sky to bedrock.,"Revendiquer un terrain offre un modificateur de dureté à tous les blocs de la zone revendiquée. Ce modificateur de dureté s'applique aux blocs attaqués ou endommagés par les joueurs ennemis. Vous pouvez contrôler la taille de la zone horizontale qui est protégée par une dalle de revendication de terrain et toutes les revendications de terrain protègent leur zone verticalement, du ciel au soubassement. Par exemple, une revendication de terrain de taille 7 protégera une zone carrée de 7 x 7, du ciel au soubassement.","Gebietsschutz verleiht einen Härte-Modifikator für alle Blöcke innerhalb des gesicherten Gebiets. Der Härte-Modifikator betrifft alle Angriffe oder Schäden, die Blöcke durch feindliche Spieler erleiden. Du kannst die Größe des horizontalen Gebiets bestimmen, das durch eine Gebietsschutz-Steinplatte geschützt wird. Gebietsschutz schützt ein Gebiet vertikal vom Himmel bis zum Grundgestein. Ein Gebietsschutz mit einer Größe von 7 würde zum Beispiel ein Quadrat mit den Ausmaßen 7x7 vom Himmel bis zum Grundgestein schützen.",,"Un territorio reclamado concede un modificador de dureza a todos los bloques del área. Este modificador de dureza se aplica a cualquier ataque o daños a bloques por parte de los enemigos. Puedes controlar el tamaño del área horizontal protegida con baldosas. Además, todos los territorios reclamados protegen su área en vertical, del cielo al suelo. Por ejemplo, un territorio reclamado de tamaño 7 protege un área cuadrada de 7x7, del cielo al suelo."
goLandClaimSizeValue,UI,Menu,KgNone,{0} blocks.,{0} blocs.,{0} Blöcke:,,Bloques: {0}
goLandClaimSizeValues,UI,Menu,KgNone,{0} blocks.,{0} blocs.,{0} Blöcke:,,Bloques: {0}
goLootAbundance,UI,Menu,KgNone,Loot Abundance,Abondance de butin,Beutemenge,,Abundancia de botín
goLootAbundanceDesc,UI,Menu,KgNone,The percentage of loot to spawn in containers and on zombies.,Le pourcentage de butin apparaissant dans les dépôts ou sur les zombies.,Die Prozentchance auf Beute in Behältern und bei Zombies.,,El porcentaje de botín que aparece en los contenedores y en los zombis.
goLootAbundanceValue,UI,Menu,KgNone,{0}%,{0} %,{0} %,,{0} %
goLootAbundanceValues,UI,Menu,KgNone,{0}%,{0} %,{0} %,,{0} %
goLootRespawnDays,UI,Menu,KgNone,Loot Respawn Time,Fréquence d'apparition de butin,Zeit bis zum wiedererscheinen von Beute,,Tiempo de reaparición del botín
goLootRespawnDaysDesc,UI,Menu,KgNone,The number of days for loot to respawn if there are no players around.,Le nombre de jours nécessaires pour que les butins réapparaissent lorsqu'il n'y a pas de joueurs aux alentours.,"Die Anzahl an Tagen, die vergehen müssen, ehe Beute erneut erscheint, wenn keine Spieler in der Nähe sind.",,La cantidad de días que el botín tarda en aparecer si no hay jugadores cerca.
goLootRespawnDaysValue,UI,Menu,KgNone,{0} Day,{0} jour,{0} Tag,,{0} día
goLootRespawnDaysValues,UI,Menu,KgNone,{0} Days,{0} jours,{0} Tage,,{0} días
goLootTimer,UI,Menu,KgNone,Loot Timer,Vitesse d'accès au butin,Beute-Timer,,Cronómetro del botín
goLootTimerDesc,UI,Menu,KgNone,This is the amount of time that it will take to open loot containers. Fast is double speed.,Le temps qu'il faut pour ouvrir des dépôts de butin. Rapide double la vitesse.,"Zeigt an, wie lange das Öffnen von Behältern mit Beute dauert. „Schnell“ entspricht der doppelten Geschwindigkeit.",,Indica el tiempo que se tarda en abrir los contenedores con botín. Rápido es el doble de velocidad.
goLow,UI,Menu,KgNone,Low,Lent,Niedrig,,Bajo
goMarkAirDrops,UI,Menu,KgNone,Mark Air Drops,Indiquer parachutages,Abwürfe aus der Luft markieren,,Señalar suministros aéreos
goMarkAirDropsDesc,UI,Menu,KgNone,Sets if existing air drops will show on map and compass.,Définit ou non l'affichage des parachutages existants sur la carte et la boussole.,"Legt fest, ob Abwürfe aus der Luft auf der Karte und dem Kompass angezeigt werden.",,Establece si los suministros aéreos se muestran en el mapa y en la brújula.
goMatchLength,UI,Menu,KgNone,Match Length:,Longueur du match :,Länge des Matches:,,Duración de la partida:
goMatchLengthDesc,UI,Menu,KgNone,Match Length is the time length in minutes a match will last.,La durée d'un match en minutes.,"Die Länge des Matches wird in Minuten angegeben und zeigt an, wann das Match endet.",,Indica cuántos minutos durará una partida.
goMaxPlayers,UI,Menu,KgNone,Max Players:,Joueurs max. :,Maximale Spieleranzahl:,,Jugadores máximos:
goMaxPlayersDesc,UI,Menu,KgNone,Maximum amount of simultaneous players that can join your game.,Le nombre maximal de joueurs qui peuvent rejoindre simultanément votre partie.,"Die maximale Anzahl an Spielern, die sich gleichzeitig mit deinem Spiel verbinden können.",,Indica la cantidad máxima de jugadores simultáneos que se pueden unir a una partida.
goMedium,UI,Menu,KgNone,Medium,Moyen,Mittel,,Medio
goMinute,UI,Menu,KgNone,{0} Minute,{0} minute,{0} Minute,,{0} minuto
goMinutes,UI,Menu,KgNone,{0} Minutes,{0} minutes,{0} Minuten,,{0} minutos
